usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,405,2032-01-01,2332,403
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,218,2032-01-01,2151,399
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,89,2032-01-01,1881,359
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,431,2032-01-01,1758,356
Entonova Rotterdam Processing Hub,Barres protéinées,95,2032-01-01,1340,225
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,129,2032-01-01,1644,366
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,448,2032-01-01,1723,369
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,488,2032-01-01,1840,371
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,320,2032-01-01,1788,372
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,427,2032-01-01,1842,373
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,521,2032-01-01,1988,375
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,407,2032-01-01,2019,376
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,271,2032-01-01,1912,378
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,554,2032-01-01,2065,401
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,150,2032-01-01,1836,379
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,519,2032-01-01,1972,383
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,529,2032-01-01,2116,385
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,264,2032-01-01,1994,386
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,496,2032-01-01,2103,387
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,452,2032-01-01,2166,389
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,319,2032-01-01,2095,390
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,425,2032-01-01,2128,392
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,377,2032-01-01,2112,393
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,508,2032-01-01,2226,394
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2032-01-01,1830,396
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,469,2032-01-01,1902,397
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,524,2032-01-01,2044,382
Entonova Brest Bioproduction Plant,Huile d'insectes,408,2032-01-01,1861,339
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,609,2032-01-01,2204,449
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,602,2032-01-01,2353,453
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,457,2032-01-01,2304,506
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,606,2032-01-01,2402,508
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,438,2032-01-01,2327,513
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,644,2032-01-01,2456,515
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,650,2032-01-01,2588,518
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,722,2032-01-01,2788,522
Entonova Brest Bioproduction Plant,Huile d'insectes,299,2032-01-01,1847,313
Entonova Brest Bioproduction Plant,Huile d'insectes,133,2032-01-01,1664,316
Entonova Brest Bioproduction Plant,Huile d'insectes,276,2032-01-01,1622,318
Entonova Brest Bioproduction Plant,Huile d'insectes,293,2032-01-01,1596,319
Entonova Brest Bioproduction Plant,Huile d'insectes,418,2032-01-01,1694,320
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,622,2032-01-01,2905,505
Entonova Brest Bioproduction Plant,Huile d'insectes,321,2032-01-01,1694,321
Entonova Brest Bioproduction Plant,Huile d'insectes,356,2032-01-01,1726,324
Entonova Brest Bioproduction Plant,Huile d'insectes,279,2032-01-01,1680,325
Entonova Brest Bioproduction Plant,Huile d'insectes,438,2032-01-01,1792,326
Entonova Brest Bioproduction Plant,Huile d'insectes,83,2032-01-01,1548,327
Entonova Brest Bioproduction Plant,Huile d'insectes,419,2032-01-01,1639,328
Entonova Brest Bioproduction Plant,Huile d'insectes,447,2032-01-01,1756,330
Entonova Brest Bioproduction Plant,Huile d'insectes,451,2032-01-01,1876,331
Entonova Brest Bioproduction Plant,Huile d'insectes,344,2032-01-01,1888,332
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2032-01-01,1555,333
Entonova Brest Bioproduction Plant,Huile d'insectes,417,2032-01-01,1638,334
Entonova Brest Bioproduction Plant,Huile d'insectes,447,2032-01-01,1749,336
Entonova Brest Bioproduction Plant,Huile d'insectes,306,2032-01-01,1733,322
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2032-01-01,2453,452
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,412,2032-01-01,2361,504
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,519,2032-01-01,2379,501
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,121,2032-01-01,2045,455
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,587,2032-01-01,2176,456
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,449,2032-01-01,2168,457
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,392,2032-01-01,2101,459
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,539,2032-01-01,2180,460
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,405,2032-01-01,2123,462
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,620,2032-01-01,2280,463
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,631,2032-01-01,2445,466
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,634,2032-01-01,2612,467
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,243,2032-01-01,2385,470
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,625,2032-01-01,2539,471
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,691,2032-01-01,2728,502
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,482,2032-01-01,2737,473
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,108,2032-01-01,2368,477
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,617,2032-01-01,2505,480
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,580,2032-01-01,2602,483
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,453,2032-01-01,2571,484
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,379,2032-01-01,2462,488
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,468,2032-01-01,2439,491
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,531,2032-01-01,2476,494
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,666,2032-01-01,2647,495
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,667,2032-01-01,2817,497
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,483,2032-01-01,2802,498
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,653,2032-01-01,2956,499
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2032-01-01,2482,474
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,470,2032-01-01,1764,357
Entonova Brest Bioproduction Plant,Insectes en vrac,475,2032-01-01,372,375
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,371,2032-01-01,1775,360
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,727,2032-01-01,1580,651
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,843,2032-01-01,1770,653
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,831,2032-01-01,1722,655
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,904,2032-01-01,2017,657
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,832,2032-01-01,1896,658
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,753,2032-01-01,2110,660
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,767,2032-01-01,2001,662
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,813,2032-01-01,2148,666
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,878,2032-01-01,2321,667
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,888,2032-01-01,2365,671
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,892,2032-01-01,2540,673
Entonova Kraków Insect Farm,Insectes en vrac,413,2032-01-01,334,310
Entonova Brest Bioproduction Plant,Insectes en vrac,381,2032-01-01,440,313
Entonova Brest Bioproduction Plant,Insectes en vrac,383,2032-01-01,508,315
Entonova Kraków Insect Farm,Insectes en vrac,391,2032-01-01,409,316
Entonova Brest Bioproduction Plant,Insectes en vrac,416,2032-01-01,606,318
Entonova Brest Bioproduction Plant,Insectes en vrac,431,2032-01-01,718,319
Entonova Brest Bioproduction Plant,Insectes en vrac,430,2032-01-01,828,320
Entonova Brest Bioproduction Plant,Insectes en vrac,353,2032-01-01,860,321
Entonova Kraków Insect Farm,Insectes en vrac,418,2032-01-01,505,322
Entonova Kraków Insect Farm,Insectes en vrac,435,2032-01-01,616,324
Entonova Kraków Insect Farm,Insectes en vrac,375,2032-01-01,666,325
Entonova Brest Bioproduction Plant,Insectes en vrac,428,2032-01-01,962,326
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,839,2032-01-01,2555,649
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,714,2032-01-01,2621,648
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,738,2032-01-01,2632,646
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,785,2032-01-01,2773,644
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,746,2032-01-01,2936,583
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,812,2032-01-01,2848,585
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,487,2032-01-01,2749,586
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,707,2032-01-01,2868,588
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,399,2032-01-01,2743,592
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,727,2032-01-01,3001,594
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,734,2032-01-01,2882,595
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,809,2032-01-01,3094,597
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,346,2032-01-01,2841,599
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,828,2032-01-01,3066,603
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,414,2032-01-01,2876,604
Entonova Brest Bioproduction Plant,Insectes en vrac,393,2032-01-01,1028,327
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,574,2032-01-01,2844,606
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,812,2032-01-01,3037,619
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,865,2032-01-01,3281,621
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,868,2032-01-01,3245,624
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,354,2032-01-01,3009,626
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,821,2032-01-01,3438,628
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,817,2032-01-01,3622,633
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,533,2032-01-01,3520,635
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,490,2032-01-01,3373,637
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,860,2032-01-01,3594,639
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,876,2032-01-01,3245,640
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,585,2032-01-01,3188,642
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,96,2032-01-01,3082,608
Entonova Brest Bioproduction Plant,Insectes en vrac,400,2032-01-01,1100,328
Entonova Kraków Insect Farm,Insectes en vrac,391,2032-01-01,727,330
Entonova Kraków Insect Farm,Insectes en vrac,451,2032-01-01,847,331
Entonova Kraków Insect Farm,Insectes en vrac,475,2032-01-01,952,370
Entonova Kraków Insect Farm,Insectes en vrac,437,2032-01-01,1017,372
Entonova Kraków Insect Farm,Insectes en vrac,465,2032-01-01,1109,373
Entonova Brest Bioproduction Plant,Insectes en vrac,504,2032-01-01,1230,374
Entonova Kraków Insect Farm,Insectes en vrac,449,2032-01-01,1182,376
Entonova Kraków Insect Farm,Insectes en vrac,459,2032-01-01,1263,378
Entonova Kraków Insect Farm,Insectes en vrac,462,2032-01-01,1346,379
Entonova Brest Bioproduction Plant,Insectes en vrac,454,2032-01-01,1303,381
Entonova Brest Bioproduction Plant,Insectes en vrac,465,2032-01-01,1386,382
Entonova Kraków Insect Farm,Insectes en vrac,511,2032-01-01,1473,384
Entonova Kraków Insect Farm,Insectes en vrac,429,2032-01-01,1517,385
Entonova Kraków Insect Farm,Insectes en vrac,426,2032-01-01,1574,369
Entonova Brest Bioproduction Plant,Insectes en vrac,533,2032-01-01,1533,386
Entonova Kraków Insect Farm,Insectes en vrac,501,2032-01-01,1687,388
Entonova Kraków Insect Farm,Insectes en vrac,452,2032-01-01,1749,390
Entonova Kraków Insect Farm,Insectes en vrac,522,2032-01-01,1880,391
Entonova Brest Bioproduction Plant,Insectes en vrac,533,2032-01-01,1674,392
Entonova Brest Bioproduction Plant,Insectes en vrac,459,2032-01-01,1740,393
Entonova Brest Bioproduction Plant,Insectes en vrac,455,2032-01-01,1801,394
Entonova Brest Bioproduction Plant,Insectes en vrac,472,2032-01-01,1877,396
Entonova Kraków Insect Farm,Insectes en vrac,548,2032-01-01,2031,397
Entonova Brest Bioproduction Plant,Insectes en vrac,521,2032-01-01,2000,398
Entonova Rotterdam Processing Hub,Barres protéinées,0,2032-01-01,1118,222
Entonova Brest Bioproduction Plant,Insectes en vrac,355,2032-01-01,1956,399
Entonova Brest Bioproduction Plant,Insectes en vrac,444,2032-01-01,2013,387
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,132,2032-01-01,2739,581
